Title,Genre,Plot
Shades of Brooklyn Vol. 1 (2008),short,"Volume 1 examines the theme of sexuality and our youth. Our story begins with Temporary Insanity, in which two working-class subway commuters find themselves disturbed by the rambunctious and intrusive banter of a group of high school boys coming home from basketball practice. The boys become concerned when they realize that one of their members, Lashaun, is distant and withdrawn. Finally, as Lashaun is beginning to confide in his friends that he is questioning his own contradictory behavior, the two older commuters begin to find themselves interested in Lashaun's relatable story. Karma finds Gus, a 40-something-year-old homeowner, taking a break from doing some home repair, when he is interrupted by his dramatic neighbor, Lonny, who is seeking advice. Lonny, a 30-something-year-old father, begins to retell a conversation with his 6-year-old daughter where she asks him about sex. Lonny, clearly wanting to avoid the subject, neglects to give his daughter straight forward answers, and finds that he has dug a deeper hole than the one he originally found himself in, much to Gus's amusement. The Longest Walk follows 17-year-old young woman, Allison, who has gotten dressed up to impress a boy (Lashaun), which is a first for her. As she walks to the train station she begins to get compliments from some of the men in her neighborhood, which she finds surprisingly flattering. But as she makes her way, the comments and looks become more imposing and disgusting, to the point that Allison starts to become shell shocked. She discovers that although she sees herself as a young girl, the world has already to see her as a woman. Temporary Insanity: Boisterous teens bum rush a Brooklyn bound subway train and coerce their reluctant friend to dish his girl problems. Karma: Meanwhile on a Bed-Stuy stoop, an immature father is trying to refute the advice of an older friend after he explains how he blundered his way through a ""sex talk"" with his 6-year-old daughter. The Longest Walk: To impress a boy, 17-year-old Allison has gotten all dolled up for the first time and discovers that the world no longer sees her as a little girl, but as a grown woman. Welcome to Brooklyn!"
Scrimmage (2017),short,"For Akil and Rashad Bridge, football and brotherhood are the only things that matter. Determined to make his brother a champ, former college star Akil arranges to have his college coach attend a practice. As Akil sees their opportunity slip away, their passion pushes them both to the edge and the brothers will never be the same again."
The Courage of Silence (1917),drama,"Bradley, who is happily married and loves his family, is called to London on business. There he meets Mercedes, wife of the Spanish Ambassador. The marriage has been forced upon her, and her husband is cruel. Unaware that Bradley is married, she falls in love with him, and he is also infatuated. His better nature finally prevails, and he returns home and is happy until he receives a photograph from Mercedes. On pretext of business, he again goes back to Mercedes, finds there has been a quarrel, and that the ambassador has struck her. She and Bradley go away together, and while crossing the channel, he inadvertently discloses the fact that he is married. Mercedes unwilling to come between husband and wife, flees to a convent, and Bradley, unable to find her, joins an expedition to the forests of South America. Bradley has written his wife that he is a coward. Her health fails and her father takes her and the children for a trip abroad. The children are attacked by an epidemic of fever, and Mercedes, now a nurse, is summoned. She learns the identity of the family, and, when the boy calls for his father, she starts a search for him. After the crisis, Mercedes who has concealed her identity by use of a veil, wins her fight against a renewal of their relations, and warns Bradley, who has recognized her, to keep his wife in ignorance. Recovering from the fever which has now claimed her, she sees the reunited family depart for America, and knows her heart is empty and closed forever to love."
12 Nights with the Grulems (2017),horror,"A Gritty paranormal horror about a team of 6 specially talented investigators looking in to 1 of history's strangest and darkest family's known as THE GRULEMS . A family of 12 who lived in the year 1818 and were said to have practiced dark black magic .Now as legend would have it the GRULEMS worshiped an evil dark entity known only as GLOR. And the GRULEMS had learnt that by each offering an innocent soul up to this dark spirit that they would each obtain the ability to return to our plain of existence for 1 night once every 100 years to act out there Gruesome fantasy's of murder and mayhem. Now 100 years later in the year 1918 there was reports in the area where THE GRULEMS used to live and 144 people were strangely killed in there sleep over the 12 nights that THE GRULEMS are said to be able to return to gather more souls. Now in modern day a group of paranormal investigators have found out about the legend and decide that there next project should be to investigate this legendary family ,they seek out the place THE GRULEMS used to live all them years ago and begin an investigation over the 12 nights legend says the family can return.. The 6 highly trained paranormal investigators and psychic's and a powerful Priest must now do battle with 1 of history's most violent and unpredictable family's known as THE GRULEMS"
"""Me vs. Me"" (2006)",sport,"Me vs. Me helps the underdog sports enthusiast shed their underdog status by pairing them up with a famous coach or sports figure. On top of this, each underdog is given the best gear to date in his sport - all this in an effort to achieve their sports goal. Can wake boarder learn to slalom ski? Can a golfer break 90. Can and cyclist climb Mt. Baker?"
Dangerous Profession (1999),adult,"An intelligence agent plans to arrest several double-agents, but the secret sellers get wind of the plan. They need to know who's on to their scheme, so they grab a brace of perky entry-level operatives and attempt to force them to divulge the information they need."
Fragile (2011/II),short,"A married couple flee the city to a country home in a desperate attempt to survive a deadly outbreak caused by a government distributed vaccine. They must depend on each if they hope to survive, but they share an unspeakable secret that threatens to tear them apart."
Jean-Michel Jarre Destination Docklands (1988),music,"Jean-Michel Jarre, in concert with his musicians at the London Docklands venue. The guest artists include, guitarist Hank Marvin, vocalists Mireille Pombo and Duke Bakewell, dancer Setsuko Yamada and Turkish flautist Kudsi Erguner. The show also features The Young Women of Mali Choir and The Newham Academy of Music Choir. Mike Mansfield, ""Mr. Cue the Music"", directs this dazzling pyrotechnic spectacular with equal energy to Jarre's music, and even the rain, drenching even special guest Princess Diana, makes for a dramatic hour of music and views of Docklands under the incredible fireworks displays."
"""My Manny"" (2009)",comedy,"Jennifer is the single mother of Jamel, an active and energetic little boy. She works hard and puts all of her energy into raising her son and expanding her catering business, leaving very little time or energy to take care of herself. Since her husband passed away, it's been just the two of them, and Jennifer often uses nannies to help out with Jamel when her schedule gets too hectic. When her regular nanny has to leave town for a family emergency, Jennifer is surprised when the agency sends Mike, a male nanny and a handsome one at that. The series starts on Mike's first day of work and follows Jennifer as she gets used to having another man in her life. Over the course of 20 episodes, Jennifer begins to realize that Mike may not only be the perfect nanny, he might just be the perfect man. Jennifer is a single mother who works hard and puts all of her energy into raising her son and expanding her catering business, leaving very little time or energy to take care of herself. Since her husband passed away, it's been just the two of them, and Jennifer often uses nannies to help out with Jamel when her schedule gets too hectic. When her regular nanny has to leave town for a family emergency, Jennifer is surprised when the agency sends Mike, a male nanny and a handsome one at that. The series starts on Mike's first day of work and follows Jennifer as she gets used to having another man in her life. Over the course of 20 episodes, Jennifer begins to realize that Mike may not only be the perfect nanny, he might just be the perfect man."
Tuch Khari Gharchi Laxmi (2011),drama,"The movie marks the comeback of Sunil Barve again into the growing zone of Marathi cinema. The actor is extremely popular for his Marathi TV Serials and plays is now all set to resurface in ''Tuch Khari Gharchi Lakshmi''. The story as the title suggests is all about the empowerment of the girl child in a society that is hugely patriarchal and hesitant towards accepting the girl child with open arms. Produced by Harshal Bhadane& Directed by Vijay Bhanu. Story, Screenplay and Dialogues by Baburao Borgaavkar. Songs Sung by the versatile Suresh Wadkar, Swapnil Bandodkar, Vaishali Maade, Uttara Kelkar, Vaishali Samant, Milind Shinde & Mona Kamat. It promises to be a comeback and cinema for a cause."
Deep Down (2002),short,"In this darkly comic short film, a daughter and her elderly dying mother are arguing over a dress. Not just any dress, this is a 1930s Parisian ball gown, and the two women's respective desires for it are played out to a comical through bitter end."
Josh Rand: The Sound and the Story (2013),documentary,"FRET12 is taking you behind the scenes with Stone Sour guitarist Josh Rand. Get to know his one of a kind Sound and Story - a story that until now, has never been told. Learn his music the way it was meant to be played, by learning straight from Josh himself. Whether you are a guitarist, or fan; you will experience the instrumental sounds and life stories that have combined to make him the musician he is today."
Dare Not Walk Alone (2006),documentary,"To a soundtrack the mixes gospel with hip-hop, this film tells the story of the heroic but often overlooked protests by black and white civil rights supporters in 1964 in Saint Augustine, Florida, and the inequalities that persist to this day in the local African American community."
Vimukthi (2010),family,"Madhavi is a lone daughter of Keshavarao, an exponent of the traditional Mysore paintings. Denied of motherly love very early in the life, Madhavi develops a strange feeling for her father during her formative years. It is an obsession bordering on insanity. Her unusual feelings, which should have subsided with time, remain dormant in her psyche. Well-known psychoanalyst Sigmund Freud defines such a state of mind as Electra complex, a daughter's unresolved attraction to her father. Madhavi's married life does not find fruition as it is undermined by her cluttered psyche. She is overcome by jealousy and raises a storm when Nava, a foreign girl, comes to learn traditional paintings under Keshavarao. With her actions revealing her unnatural psyche, the family life collapses and her husband Vibhin finds himself in a quandary. Madhavi even fails to see her daughter Rachana's childhood cravings. The painful realization forces Keshavarao to find a way out of the family labyrinth. A few years later, Madhavi discovers that her father is in distant Kashi and goes searching for him. The eerie life of Kashi, the mysterious happenings, and the people longing for death in Mukthibhavan with the belief of attaining salvation, create a sense of disenchantment in her. She slowly begins to comprehend the incomprehensible. Man-woman relationship is of great profundity. It has defied the logic of philosophy, wisdom of spirituality and the inquisitiveness of psychoanalysis with all its subtlety and complexity which are beyond time and space. The mystery of the relationship caught the imagination of great philosophers and writers since the time of Sophocles, Aeschylus, Shakespeare, Kalidasa and has continued to mesmerize their forerunners living in the present times"
Universo di notte (1962),music,"Beginning in Las Vegas with a dance of the Bluebells, we are shown a variety, with jugglers, singers, Thai boxing, cock fighting and so on. A Variety taking place in Hong Kong, Manila, New York, Paris, Cremona. The break between an act and the next being a striptease."
HaModedim (2007),short,"Two surveyor workers, working during Memorial Day on the construction of the separation wall, unaware of the different segments of Israel's absurd reality surrounding them. The Memorial Day siren burst through a country, where the past is always at presence."
Khuda Ki Shaan (1931),drama,"Ramaki (Sulochana), a poor scheduled caste girl, has an illegitimate daughter by Manekchand; the son of the wealthy Krishnadas. She seeks refuge with a nautch girl. Krishnadas, who also wants to possess Ramaki, dies trying to kill her. Ramaki then seeks shelter with a young Muslim but they perish in a fire. Her daughter, along with the Muslim's son (Jagtap), is raised by a nomad, Garibdas Sadhu (Makanda), a character made to look like Gandhi. The youngsters are hired as factory hands by Manekchand who unwittingly falls in love with his own daughter and appropriates land belonging to Garibdas."
Between Western and California (2012),drama,"Jacob, a struggling Chicago graffiti artist- turned-painter hustles haircuts and marijuana to support his art. During the week leading up to the Puerto Rican parade, he receives an unlikely offer to have his paintings represented by a major art gallery. A beautiful young art consultant, and daughter of the community Alderman, Paris Rolon introduces Jacob to the world of high art and an opportunity to leave Humboldt Park in his past. His golden opportunity is threatened when his family and friends place demands on him to make an allegiance to the neighborhood, revolting against the young white professionals gentrifying their community and the politicians' rumors of removing the seventy-five foot Puerto Rican flags statues that border the neighborhood."
"""My Life Worked Out"" (2016)",comedy,"MY LIFE WORKED OUT, is a two-hander, comedy/parody web series surrounding the lives of JESS and AMY, two women in their late 20s who are best friends despite their polar opposite personalities. We follow their attempt to get their lives together as they sign up for the latest phase and craze to hit the LA gym scene...CLASS PASS. These are short (3-5 mins), comedy sketches in the vein of INSIDE AMY SCHUMER meets BROAD CITY. Each episode is set around a different over the top and ridiculous exercise class attended by Jess and Amy who embark on the endless pursuit of getting their lives to ""work out"" but just falling short..."
Star Spangled Canadians (2000),documentary,"Award-winning documentary filmmaker David Paperny, with host Jeffrey Simpson, take a close look at the controversy, myths and realities behind the Canadian exodus to the United States. This program focuses on our perception of ourselves. What does it mean to be Canadian? How do we define ourselves? We meet some famous Canadians, some quietly successful Canadians and some very ambitious Canadians. They all live in the United States, with varying opinions and reasons for their decision."
A Terrible Night (1900),short,"A nightmare in motion. A man dozing on his cot, is startled by the apparition of Satan who suddenly appears in his room. He arouses himself and attacks the demon but with each attack the demon disappears, only to reappear in another position."
Bite (2015/I),horror,"While on her bachelorette party getaway, Casey, the bride to be, gets a seemingly harmless bite from an unknown insect. After returning home with cold feet, Casey tries to call off her wedding but before she's able to, she starts exhibiting insect like traits. Between her physical transformation and her wedding anxiety, Casey succumbs to her new instincts and begins creating a hive that not only houses her translucent eggs, but feeds on the flesh of others. As her transformation becomes complete, Casey discovers that everything can change with a single bite."
Deputy Bob (2003),comedy,"Deputy Bob is a story about Timmy O'Brien's journey to accept a place in his father's legacy, learning about his own identity during the process, and Professor Smith's misfortunes encountered while seeking approval from others. Intricately woven, both stories run parallel in current time and through remembrances of the past, while taking place on separate sides of the country. The common link is Dr. O'Brien, Timmy's father as well as Smith's boss, and his noble research into a radical cure for cancer. While mainly comedic, the story is also told with dramatic and surreal moments."
Heer (1956),romance,"Heer is the story of two lovers, after the mythical Punjabi legend of Heer and Ranjhna. It tells their thwarted love, and how beautiful Heer and intrepid Ranjhna must fight to reunite in spite of obstacles and enemies. The two lovers belong to opposing tribes/families and villains are out and out to separate them. During a fair where her champion has been tricked, Heer is promised to somebody of her clan. The defeated hero wonders in the wilderness and meets with witches who direct him to his beloved. In spite of having fallen from princehood to beggarhood, he thus gets back to her, and they hope to marry, but Ranjhna's enemies are still looking for him, and they stalk him. A trap is laid to capture Ranjhna and to stop any further common plan, Heer is married to her rightful suitor. She plans suicide, but Ranjhna arrives, he tries to drag her away, but he's seen in her apartments and therefore she's declared impure and is condemned to the dungeons. The marriage takes place, in spite of Heer's will. Time passes; Ranjhna the wanderer has become a yogi and winds his way again to Heer's home. She's almost dead, but when she hears of him, she rises and meets him. But she's been too long deprived of him, and has lost her mind: she doesn't recognize him. Shocked, she lies down to die. A plan is organized to join the star-crossed lovers: Ranjhna declares he must take Heer to his hermitage in order to pray and revive her. The plan works thanks to a sister in law: Ranjhna prays and Heer resurrects. But again the pair's enemies catch them, and once more they are separated, and brought in front of the judge, who gives Heer to her lawful husband. She is dragged out, but during her convoy, her own prayer brings fire down on the city, and this proves to the King that she was wrongfully married. Alas, this won't prove good, and Heer's relatives rig another plan to doom her and her lover. She is told to sacrifice herself to save her father, whose house is attacked by a mob of angry and manipulated villagers. This time Ranjhna arrives too late, and can only hold in his arms the poisoned heroine."
Karl Weschke: Myths of a Life (2001),documentary,"A film portrait about the moving life of German painter Karl Weschke. Born in Gera he grew up as the son of a prostitute and as a streetkid always dreamed of being a hero. Hitler seemed to be that hero, but then he was taken to England as a prisoner of war and received education in a British re-education camp. Today in the UK he is a well-known painter, with eight paintings in the permanent collection of the Tate Gallery. It took him to become 70 to realize a lifelong dream: Egypt, the cradle of mankind for him. The film follows Karl Weschke, now being 74. From is home town Gera, to Cornwall and finally to Egypt, which - after having seen it for the first time - enlighted all his paintings."
The Dark Grim (2008),horror,"Jason Berks thought he'd solved Johnstown's vampire problem for good. Thirteen years after Jason sacrificed himself to rid the town of the demons, the abandoned mine where he buried their bodies is reopened- and four empty body bags spell bad news for Johnstown once again. The vampires, led by Rigo, kidnap Jason's mother and terrorize the town in retaliation for their years of suffering. Now, Jason's younger brother, Jimmy Berks, must awaken his half-man/half-vampire brother and deal with the wrath of the bloodsuckers... this time with the help of some friends. Led by ex-hockey star and crazed psychopath J-Mack, Berks and a vampire-killing posse load their shotguns, sharpen their stakes, and wait for the sun to go down so they can finally send these monsters back to hell."
"""Boogie-woogie 47"" (1980)",drama,"En 1947, plusieurs familles de Montréal passent l'été dans leur chalet de Pointe-Calumet, un lieu de villégiature situé au coeur des terres agricoles. Les femmes y passent la semaine sans leur mari et observent la vie des paysans, des maraîchers et des commerçants de la région. Au rythme du boogie-woogie, les jeunes adultes vivent heureux et s'amusent franchement, sans trop se soucier des contraintes d'une époque aux valeurs rigides. Au cours de leurs soirées dansantes, ils s'enivrent de musique et nouent des idylles. De leur côté, les adultes s'inquičtent devant les signes avant-coureurs d'une vague de liberté qui va bientôt déferler sur tout le continent."
Ichiban utsukushiku (1944),drama,"During World War II, the management of a war industry of optical instruments for weapons requests an effort from the workers to increase the productivity during four months. The target for male workers is an increase of 100% of the production, but the female workers, led by the dedicated Tsuru Watanabe, ask the direction to surpass their goal from 50% to 70%. During the period, the women have to overcome illness and their personal problems to complete their quota. The stories of several young women who work in a 'precision optical instruments' factory during the second World War. Despite illness, injury, and tremendous personal hardship, the women persevere in their tasks, devoted to their work and their country's cause."
The Case of Lena Smith (1929),drama,"In late 19th century Vienna, Lena Smith, a naive peasant girl from Hungary, has a child by a corrupt young cavalry officer, and goes to work his house as a servant, hiding the truth from his unsympathetic father, while the son returns to his profligate ways. Robbed of her child first when he is a baby, and later when they are separated by the war, she suffers imprisonment, contempt, and shame in order to protect the child."
Paranoia (2012/III),thriller,"Paranoia is a classic whodunit. An ambitious detective, Ben (James Ray) investigates the murder of his wife's best friend's husband (Shane Dean). His wife's best friend, Alaina (Katherine Stewart) holds the key to the mystery but she struggles with reality and imagination. Her condition is brought about by experimental drugs from her infertility treatment program. Horror scream queen Tiffany Shepis plays the detective's wife. USA, color, 87 minutes."
The Gentle Trap (1960),crime,"On his first burglary, a locksmith finds himself on the run after his accomplice is run down by another band of thugs after the haul. Realising that his girlfriend has double-crossed him for a seedy nightclub owner, the lad ends up with the loot in a flat above a clip joint hiding out from both police and crooks. But the girls living there seem about as trustworthy as his own bird turned out to be."
Soft Shoes (1925),drama,"Small-town sheriff Pat Halahan, goes to see the sights in San Francisco, where he captures a pretty burglar, Faith O'Day, when she attempts to rob his room. Pat talks to Faith, and she agrees to give up her life of crime. Pat then takes it upon himself to return a brooch Faith has stolen that same evening. He is detected while putting it back in a jewelry case in a woman's boudoir, and detectives follow him back to the hotel. Faith pretends that she is his wife, telling the detectives that they have been together the entire evening. Faith later escapes from Pat, and he follows her to her home, where he meets Quig Mundy, a gangster. In order to ingratiate himself with Mundy, Pat impersonates The Chicago Kid, a gangster, and joins Mundy's gang. Pat tips off the police, but when the real Chicago Kid shows up, Pat is beaten and locked in a cellar. The police free Pat, and he goes to Faith's house, where he saves her from Mundy, who is shot by a mysterious Chinese undercover agent working for the San Francisco police."
L'ultimo killer (1967),western,"Ramon's parents are killed by men of landowner John Barrett. While trying to get revenge, Ramon is wounded but has saved the life of Rezza, an old disillusioned killer. While nursing his wounds, the men become reluctanfriends and Rezza teaches Ramon the art of shooting, surviving and the loneliness a killer has to bear. Ramon becomes threat for Barrett, the landowner engages Rezza to kill Ramon."
Flames of God (2014),documentary,"Muzafer Bislim comes up with some of his most insightful songs while sitting on the floor, recording lyrics into a cassette recorder bought at a flea market. A poet and songwriter who collaborates with the biggest names in Romani music, the 54-year old lives a life of modest means with his family in Shutka, Macedonia. Stored in the corner of his one-room house is a tottering, ceiling-high stack of handwritten, 25,000-word, multi-dialect dictionary of the oldest and most obscure words in the Romani language, which he has painstakingly collected over 35 years. When he's invited to the International Biennial of Poets held in Paris, he sees the trip as an opportunity to have his dictionary published. A testament to the endurance of a people who have been scattered across Europe, the dictionary is not only a work of art but also a rare link to a divided past. Punctuated by Bislim's poetry and original songs, some of which we hear at the moment of their creation, Flames of God immerses the viewer in the literary and musical traditions that this extraordinary artist is committed to preserving."
Kong shou dao shao nu zu (2003),action,"Four fearless and intrepid girls get selected by a recording company to undergo martial arts training in China to prepare themselves as a pop group. However, they are forced to disband one year later after their recording company goes under. Will these girls have the courage to stand up against all odds to fight for what they really believe in?"
Lift (1997),sci-fi,Young pizza delivery man Larry wanders through the desert waiting for the aliens to land - he believes in everything he hears and does anything anyone tells him.
Black Snake (1973),thriller,"In 1835, the San Cristobal Island located somewhere in the British West Indies is ruled by sadistic beauty, Lady Susan Walker, who forces the local men to join the black slaves on her sugar cane plantation and either work or die. She's always dressed in black and never lets go of her whip, the black snake. Her latest husband has gone missing making her a real black widow. Her right hand man, impotent, racist and violent Joxer Tierney, is in command of the slaves and he makes sure that they hate him even more than they do her. Young slave Joshua plans a revolt, but his religious father Isaiah is terrified of what might happen if the revolt fails. Sir Charles Walker, the brother of Susan's late husband, goes undercover as Ronald Sopwith to investigate what really happened to his brother. She hires him as the plantation accountant, gives him a black sex slave named Cleone and eventually tries to seduce him. Her sadistic gay assistant may no more about Charles' brother's fate."
Wheeler (1975),horror,"A drifter/hitman is hired by a local business man to kidnap the local oil baron. The hitman had been reared in squalor, suffering the abuses of his whoring mama. When the baron escapes his assistant must chase him while the hitman takes care of a few loose ends."
Funeralii fericite (2013),comedy,"Three heavy boozers - a Romanian (Horatiu Malaele), a Russian (Igor Caras-Romanov) and a Bulgarian (Mihai Gruia Sandu) - are tripling away their... happiness, into vodka, at ""The Happy Immigrant"", a joint kept by a Turk. The fauna of this venue is made up out of the Babel Tower's survivors: immigrants who had chosen Romania, as a country where everything is possible. The predictions included... A police raid chases away the pub's barflies. The three professional boozers stop from running just in front of a fortune teller expert in a niche field: death prediction. The rest is entertainment! Although we are all indebted to one death, some refuse to pay this debt. They don't want to die when it was written for them. Or just predicted..."
Jewish American Soldiers: Stories from WWII (2017),documentary,"Jewish American Soldiers: Stories from WWII tells the stories of 12 Jewish American veterans from the Charlotte, NC, area. They were fighting a war on three fronts: against the Nazis, against the Japanese, and against anti-Semitism in their own ranks by their fellow troops. The lion's share of these ""Greatest Generation"" veterans are from outside the area, but their WWII experience gave them the courage and opened them up to move to a ""foreign"" land: the South."
A Life to Love (????),drama,"When Janie is forced to leave her home at the young age of 10-years, she must now get used to life in the Midwest. After she loses her mother to suicide, she keeps a secret pain locked within her heart and soul. A secret is revealed that threatens to destroy her friendship with her best friend. She must decide which path to take, and a decision has to be made. Her faith in God takes a hit as this damaged soul falls further into a dark abyss. A Life to Love is a beautiful story about hope and faith. A story that reminds us all that with God, anything is possible."
Libya Hurra (2012),documentary,"A road trip through Libya during the last weeks of the revolution against Muammar al-Gaddafi's regime. Libya Hurra documents a collective mood characterizing people in one particular place in a narrow time window. Without losing itself in facts and statements, the film outlines realities of life in long sequence takes shot during an armed revolution, which usually - even from a country in the focus of media reporting - remains completely hidden. At the end of Libya Hurra, the filmmaker stands in front of Gaddafi's former palace. The revolution is over and the time window closed again."
Remake (2006/II),short,"Steven and Deb are forced to spend the night in a run down Motel after their car breaks down. After several failed attempts at lightening the mood, Steven goes to check out the movie collection in reception. He is greeted by two creepy fellows who thrust some tapes upon him. Returning to the room, they soon realise that the movies they are watching are not the original versions, but remakes made by the motel staff. Under the insistence of Deb, Steven tries in vain to get hold of a 'normal' video, but due to his non-confrontational nature fails and returns with yet another remake. With everything that has occurred, Deb finally loses it and storms into reception to give them a piece of her mind before storming out again. Embarrassed and ashamed, Steven allows the staff to give him one last tape..."
What Do You Think of the Programme So Far? (1992),music,"Jim Bob and Fruitbat reminisce about the early years at the 1992 Glastonbury Festival. Featured are music videos for the songs ""Rubbish"", ""Bloodsport For All"", ""Sheriff Fatman"", ""Say It With Flowers"", ""The Only Living Boy In New Cross"", ""Do Re Me So Far So Good"" and ""While You Were Out""."
Zwei im Frack (2001),short,"After nine years of tap dancing in a small nightclub, the brothers Franz and Heinz lose their jobs. Lacking significant funds, they are forced to move out of their apartment possessing only the tuxedos on their backs. Due to their exquisite attire the brothers are mistaken by others as being pall-bearers, godfathers from the United States, waiters and wedding guests. The brothers stroll through an absurd universe encountering awkward, funny and somewhat grotesque situations. Overnight, two elderly tap-dancers become unemployed and homeless. All that remains is the timeless tuxedo - and that gets them into some weird and wonderful situations. A tragic-comedy about two outsiders in a social fabric governed by accepted rules and rituals."
The Knocumentary (2005),documentary,"THE WESTCOAST IS NOW MAKING A HUGE COMEBACK BUT THE WEST WASN'T ALWAYS WON..... THE RAW UNDERGROUND HIP-HOP SCENE IS UNCOVERED TAKING AN IN DEPTH LOOK INTO THE WORLD BEHIND THE MUSIC, TOUCHING ON TOPICS CONCERNING THE DECLINE OF RECORD SALES, HOW 2PAC'S DEATH HAD A MASSIVE IMPACT ON THE WEST COAST, AND HOW THE EAST COAST USED OUR SLANG AND IDEAS TO BOOST THEIR SALES. SEE THE REALITY OF THE RAP GAME WITH SOME OF THE WESTCOAST'S RAP PIONEERS. HEAR THEIR OPINIONS IN THEIR OWN WORDS AND THROUGH THEIR MUSIC. FEATURING EXCLUSIVE INTERVIEWS FROM THE ARTISTS THEMSELVES INCLUDING STAGE SHOWS, STUDIO SESSIONS, SIDESHOW FOOTAGE AND A ""KNOCKIN"" SOUNDTRACK THAT BRINGS THE VISION TO LIGHT. FEATURING: YUKMOUTH, SPICE 1, KEAK THA SNEAK, KURUPT KONTAC, LIL CONER, SEAN T, MR.KEE, R.B.L POSSE SINATRA, ASSASSIN, BALANCE, DEEBO, TURF TALK, SAN QUINN, MARVALESS, THE DELINQUENTS, M.S.B RAPPIN 4-TAY, J.T. THA BIGGA FIGGA, M-DASH, 2-1-1, LOCK SMITH OF THE FRONTLINE, SANDMAN, LIL RUBE SAVAGE LIFE, BIG LUGO, GORILLA PITS, 3 WAY FUNK, JENRO, NASTY NATE, CZAR, PLAYA RAE, M-DASH & MORE"
God's Not Dead (2014),drama,"Freshman university student Josh Wheaton attends a philosophy class, where the uncompromising Professor Radisson requires all students to submit a signed statement that the ""God is dead"" and never existed. When Josh refuses due to his own Christian beliefs, the Professor challenges him to defend his position that his god, Yahweh, is real, leading to a series of confrontational presentations between himself and the professor, with the class as jury. Josh's plans to go to law school depend on not failing this class. Josh's girlfriend urges him not to throw away his future with this pointless act of defiance. At the same time, Pastor Dave and African missionary Jude attempt to leave town on a trip, but are hindered by comical accidents. Student Ayisha is at odds with her father's conservative religious principles. Businessman Mark acts cynically towards his mentally ill mother, while his journalist girlfriend receives bad news from a doctor."
Deool Band (2015),drama,"Dr. Raghav Shastri, Indian by origin, is NASA's youngest scientist. He returns to his motherland, only to find out that his country is full of god worshippers. However, Raghav is not one of them. He challenges the existence of god and orders the locality to shut the temple within the premises. But in a twist of fate, god himself descends and questions the atheist. Will Raghav finally believe in god?"
The Living (2016),thriller,"In the vein of ""Rosemary's Baby,"" ""The Living"" follows a couple recovering from a miscarriage as they start over in a new house. He doesn't tell her the previous owners were murdered, and she hides trying to get pregnant despite doctor's warnings. Their lives take a horrifying turn as they struggle with their lies."
"""Cassandra French's Finishing School for Boys"" (2012)",comedy,"Cassandra French is a 22-year-old overachiever who gets her dream job at a Hollywood studio but can't find a guy ready for a mature relationship. After the latest disappointment, she locks the guy up in her basement and trains him to become the perfect gentleman."
Les besoins de la chair (1984),adult,"Dominique Saint. Claire appears to be married to Jacky Arnal. After making love she goes for a walk and meets Christophe in the woods repairing his bike. He gives her a lift on his handlebars back to a large house, where previously we had seen an unidentifed brunette, playing Aunt Annie, giving head to an unidentified young man in a laundry room, who plays Jacques. Dominique and Christophe have sex in the garage and then go inside, where a blonde is cavorting in front of Marie-Christine Chireix, Aunt Annie, Jean-Pierre Armand and an unidentified younger male. The assembled cast have sex in various rooms of the house in various combinations, though Marie-Christine joins in only near the end. Meanwhile Jacky Arnal is wondering where his wife is and goes to look for her. by this time she has left the orgy. He finds her walking home, drives her back, and they have sex again."
El vicari d'Olot (1981),comedy,"In a small village in the heart of Catalonia, advantage is made of the holiday visit of an ecclesiastical authority to organize a series of talks on the subject of religion and sex in the present day. This splits the village into two warring sides, those for and those against the Congress, and it is only after a tense series of negotiations between the two sides that a consensus is reached. An array of local characters lead the story to its happy ending through a series of comical and satirical situations."
Dante and Minnie (2012),drama,"Dante and Minnie is the story of two young homeless people. Minnie is trying to escape life on the streets, while Dante is trying to escape the real world by retreating to the streets. They fell in love as their paths crossed, but now they struggle as they each try to push the other in the direction they are headed."
Tere Bin Laden Dead or Alive (2016),comedy,A common man who happens to look like Osama Bin Laden is noticed by a man from the American Government and plans to film the capture of Bin Laden. A film director (Manish Paul) helps making the Bin Laden film but their film making is encountered to many problems including the man playing Bin Laden being a complete lunatic. Will the government of the United States be able to show the world how they really caught the man himself?
"Rain, Rain (2009)",short,"One forgotten afternoon, a whip-smart troublemaker discovers a family secret & unleashes her imagination on her parents' perfect little house. Ginny Nallion's trapped inside by a rainy day. She goes looking for something to do, winds up nearly destroying her house, all in the name of a little fun."
Life's Greatest Question (1921),drama,"Moving Picture World, 19 August 1922. John Carver looked through the window of a little church in the North woods and saw the woman who had once been his own being made the wife of Julio Cumberland, the most prosperous citizen in the village. He is pursued by Private Dick Osborne, of the Royal Northwest Mounted Police, the lover of Nan's new stepdaughter, who recognizes the uninvited guest and knows Nan's story. Julio regards the conferences of his bride and Dick with jealous suspicion, and while spied upon by the criminal, attacks the officer, leaving him unconscious. Later the bride is found dead, and suspicion points to the officer as her murderer. John is captured and admits his guilt only when Dorothy prevails upon him to save the happiness of herself and the officer by confessing the crime. - Moving Picture World, 19 August 1922."
